timestamp,junction_id,vehicle_count,congestion_pct,traffic_level
2024-01-01 02:00:00,J-107,0,0,LOW
2024-01-01 02:00:00,J-108,5,2,LOW
2024-01-01 02:15:00,J-101,3,1,LOW
2024-01-01 02:15:00,J-102,3,1,LOW
2024-01-01 02:15:00,J-103,2,1,LOW
2024-01-01 02:15:00,J-104,2,1,LOW
2024-01-01 02:15:00,J-105,1,1,LOW
2024-01-01 02:15:00,J-106,1,1,LOW
2024-01-01 02:15:00,J-107,0,0,LOW
2024-01-01 02:15:00,J-108,5,2,LOW
2024-01-01 02:30:00,J-101,4,1,LOW
2024-01-01 02:30:00,J-102,4,1,LOW
2024-01-01 02:30:00,J-103,3,1,LOW
2024-01-01 02:30:00,J-104,2,1,LOW
2024-01-01 02:30:00,J-105,2,2,LOW
2024-01-01 02:30:00,J-106,1,1,LOW
2024-01-01 02:30:00,J-107,1,2,LOW
2024-01-01 02:30:00,J-108,4,1,LOW
2024-01-01 02:45:00,J-101,5,2,LOW
2024-01-01 02:45:00,J-102,4,1,LOW
2024-01-01 02:45:00,J-103,2,1,LOW
2024-01-01 02:45:00,J-104,2,1,LOW
2024-01-01 02:45:00,J-105,,1,LOW
2024-01-01 02:45:00,J-106,1,1,LOW
2024-01-01 02:45:00,J-107,0,0,LOW
2024-01-01 02:45:00,J-108,3,1,LOW
2024-01-01 03:00:00,J-101,2,0,LOW
2024-01-01 03:00:00,J-102,2,0,LOW
2024-01-01 03:00:00,J-103,2,1,LOW
2024-01-01 03:00:00,J-104,1,0,LOW
2024-01-01 03:00:00,J-105,1,1,LOW
2024-01-01 03:00:00,J-106,0,0,LOW
2024-01-01 03:00:00,J-107,0,0,LOW
2024-01-01 03:00:00,J-108,2,0,LOW
2024-01-01 03:15:00,J-101,3,1,LOW
2024-01-01 03:15:00,J-102,4,1,LOW
2024-01-01 03:15:00,J-103,2,1,LOW
2024-01-01 03:15:00,J-104,2,1,LOW
2024-01-01 03:15:00,J-105,1,1,LOW
2024-01-01 03:15:00,J-106,1,1,LOW
2024-01-01 03:15:00,J-107,0,0,LOW
2024-01-01 03:15:00,J-108,4,1,LOW
2024-01-01 03:30:00,J-101,3,1,LOW
2024-01-01 03:30:00,J-102,3,1,LOW
2024-01-01 03:30:00,J-103,2,1,LOW
2024-01-01 03:30:00,J-104,2,1,LOW
2024-01-01 03:30:00,J-105,1,1,LOW
2024-01-01 03:30:00,J-106,1,,LOW
2024-01-01 03:30:00,J-107,0,0,LOW
2024-01-01 03:30:00,J-108,3,1,LOW
2024-01-01 03:45:00,J-101,4,1,LOW
2024-01-01 03:45:00,J-102,3,1,LOW
2024-01-01 03:45:00,J-103,2,1,LOW
2024-01-01 03:45:00,J-104,3,2,LOW
2024-01-01 03:45:00,J-105,2,2,LOW
2024-01-01 03:45:00,J-106,1,1,LOW
2024-01-01 03:45:00,J-107,0,0,LOW
2024-01-01 03:45:00,J-108,4,1,LOW
2024-01-01 04:00:00,J-101,4,1,LOW
2024-01-01 04:00:00,J-102,4,1,LOW
2024-01-01 04:00:00,J-103,2,1,LOW
2024-01-01 04:00:00,J-104,2,1,LOW
2024-01-01 04:00:00,J-105,1,1,LOW
2024-01-01 04:00:00,J-106,1,1,LOW
2024-01-01 04:00:00,J-107,1,2,LOW
2024-01-01 04:00:00,J-108,4,1,LOW
2024-01-01 04:15:00,J-101,4,1,LOW
2024-01-01 04:15:00,J-102,4,1,LOW
2024-01-01 04:15:00,J-103,3,1,LOW
2024-01-01 04:15:00,J-104,3,2,LOW
2024-01-01 04:15:00,J-105,1,1,LOW
2024-01-01 04:15:00,J-106,1,1,LOW
2024-01-01 04:15:00,J-107,1,2,LOW
2024-01-01 04:15:00,J-108,4,1,LOW
2024-01-01 04:30:00,J-101,2,0,LOW
2024-01-01 04:30:00,J-102,2,0,LOW
2024-01-01 04:30:00,J-103,1,0,LOW
2024-01-01 04:30:00,J-104,1,0,LOW
2024-01-01 04:30:00,J-105,1,1,LOW
2024-01-01 04:30:00,J-106,0,0,LOW
2024-01-01 04:30:00,J-107,0,0,LOW
2024-01-01 04:30:00,J-108,2,0,LOW
2024-01-01 04:45:00,J-101,2,0,LOW
2024-01-01 04:45:00,J-102,2,0,LOW
2024-01-01 04:45:00,J-103,1,0,LOW
2024-01-01 04:45:00,J-104,2,1,LOW
2024-01-01 04:45:00,J-105,1,1,LOW
2024-01-01 04:45:00,J-106,0,0,LOW
2024-01-01 04:45:00,J-107,0,0,LOW
2024-01-01 04:45:00,J-108,3,1,LOW
2024-01-01 05:00:00,J-101,5,2,LOW
2024-01-01 05:00:00,J-102,4,1,LOW
2024-01-01 05:00:00,J-103,2,1,LOW
2024-01-01 05:00:00,J-104,2,1,LOW
2024-01-01 05:00:00,J-105,1,1,LOW
2024-01-01 05:00:00,J-106,1,1,LOW
2024-01-01 05:00:00,J-107,0,0,LOW
2024-01-01 05:00:00,J-108,3,1,LOW
2024-01-01 05:15:00,J-101,29,11,LOW
2024-01-01 05:15:00,J-102,23,10,LOW
2024-01-01 05:15:00,J-103,15,9,LOW
2024-01-01 05:15:00,J-104,14,10,LOW
2024-01-01 05:15:00,J-105,10,10,LOW
2024-01-01 05:15:00,J-106,6,9,LOW
2024-01-01 05:15:00,J-107,4,8,LOW
2024-01-01 05:15:00,J-108,29,12,LOW
2024-01-01 05:30:00,J-101,29,11,LOW
2024-01-01 05:30:00,J-102,25,11,LOW
2024-01-01 05:30:00,J-103,22,14,LOW
2024-01-01 05:30:00,J-104,16,11,LOW
2024-01-01 05:30:00,J-105,9,9,LOW
2024-01-01 05:30:00,J-106,9,14,LOW
2024-01-01 05:30:00,J-107,6,13,LOW
2024-01-01 05:30:00,J-108,23,9,LOW
2024-01-01 05:45:00,J-101,23,9,LOW
2024-01-01 05:45:00,J-102,23,10,LOW
2024-01-01 05:45:00,J-103,17,11,LOW
2024-01-01 05:45:00,J-104,14,10,LOW
2024-01-01 05:45:00,J-105,9,9,LOW
2024-01-01 05:45:00,J-106,6,9,LOW
2024-01-01 05:45:00,J-107,4,8,LOW
2024-01-01 05:45:00,J-108,30,13,LOW
2024-01-01 06:00:00,J-101,31,12,LOW
2024-01-01 06:00:00,J-102,24,11,LOW
2024-01-01 06:00:00,J-103,20,13,LOW
2024-01-01 06:00:00,J-104,17,12,LOW
2024-01-01 06:00:00,J-105,10,10,LOW
2024-01-01 06:00:00,J-106,8,13,LOW
2024-01-01 06:00:00,J-107,5,10,LOW
2024-01-01 06:00:00,J-108,32,13,LOW
2024-01-01 06:15:00,J-101,28,11,LOW
2024-01-01 06:15:00,J-102,25,11,LOW
2024-01-01 06:15:00,J-103,16,10,LOW
2024-01-01 06:15:00,J-104,16,11,LOW
2024-01-01 06:15:00,J-105,9,9,LOW
2024-01-01 06:15:00,J-106,6,9,LOW
2024-01-01 06:15:00,J-107,5,10,LOW
2024-01-01 06:15:00,J-108,22,9,LOW
2024-01-01 06:30:00,J-101,40,16,LOW
2024-01-01 06:30:00,J-102,30,13,LOW
2024-01-01 06:30:00,J-103,19,12,LOW
2024-01-01 06:30:00,J-104,17,12,LOW
2024-01-01 06:30:00,J-105,13,14,LOW
2024-01-01 06:30:00,J-106,9,14,LOW
2024-01-01 06:30:00,J-107,5,10,LOW
2024-01-01 06:30:00,J-108,31,13,LOW
2024-01-01 06:45:00,J-101,29,11,LOW
2024-01-01 06:45:00,J-102,18,8,LOW
2024-01-01 06:45:00,J-103,,12,LOW
2024-01-01 06:45:00,J-104,17,12,LOW
2024-01-01 06:45:00,J-105,11,11,LOW
2024-01-01 06:45:00,J-106,9,14,LOW
2024-01-01 06:45:00,J-107,5,10,LOW
2024-01-01 06:45:00,J-108,23,9,LOW
2024-01-01 07:00:00,J-101,36,14,LOW
2024-01-01 07:00:00,J-102,23,10,LOW
2024-01-01 07:00:00,J-103,17,11,LOW
2024-01-01 07:00:00,J-104,16,11,LOW
2024-01-01 07:00:00,J-105,9,9,LOW
2024-01-01 07:00:00,J-106,7,11,LOW
2024-01-01 07:00:00,J-107,5,10,LOW
2024-01-01 07:00:00,J-108,29,12,LOW
2024-01-01 07:15:00,J-101,27,10,LOW
2024-01-01 07:15:00,J-102,23,10,LOW
2024-01-01 07:15:00,J-103,19,12,LOW
2024-01-01 07:15:00,J-104,15,10,LOW
2024-01-01 07:15:00,J-105,10,10,LOW
2024-01-01 07:15:00,J-106,7,11,LOW
2024-01-01 07:15:00,J-107,5,10,LOW
2024-01-01 07:15:00,J-108,34,14,LOW
2024-01-01 07:30:00,J-101,89,36,LOW
2024-01-01 07:30:00,J-102,68,31,LOW
2024-01-01 07:30:00,J-103,46,29,LOW
2024-01-01 07:30:00,J-104,46,33,LOW
2024-01-01 07:30:00,J-105,31,33,LOW
2024-01-01 07:30:00,J-106,22,35,LOW
2024-01-01 07:30:00,J-107,17,36,LOW
2024-01-01 07:30:00,J-108,72,31,LOW
2024-01-01 07:45:00,J-101,132,53,MODERATE
2024-01-01 07:45:00,J-102,90,41,MODERATE
2024-01-01 07:45:00,J-103,63,40,MODERATE
2024-01-01 07:45:00,J-104,50,36,LOW
2024-01-01 07:45:00,J-105,34,36,LOW
2024-01-01 07:45:00,J-106,25,40,MODERATE
2024-01-01 07:45:00,J-107,18,39,LOW
2024-01-01 07:45:00,J-108,118,51,MODERATE
2024-01-01 08:00:00,J-101,120,48,MODERATE
2024-01-01 08:00:00,J-102,128,59,MODERATE
2024-01-01 08:00:00,J-103,72,46,MODERATE
2024-01-01 08:00:00,J-104,80,57,MODERATE
2024-01-01 08:00:00,J-105,45,48,MODERATE
2024-01-01 08:00:00,J-106,27,43,MODERATE
2024-01-01 08:00:00,J-107,22,47,MODERATE
2024-01-01 08:00:00,J-108,94,40,MODERATE
2024-01-01 08:15:00,J-101,156,63,MODERATE
2024-01-01 08:15:00,J-102,124,57,MODERATE
2024-01-01 08:15:00,J-103,74,48,MODERATE
2024-01-01 08:15:00,J-104,75,54,MODERATE
2024-01-01 08:15:00,J-105,35,37,LOW
2024-01-01 08:15:00,J-106,36,58,MODERATE
2024-01-01 08:15:00,J-107,29,62,MODERATE
2024-01-01 08:15:00,J-108,104,45,MODERATE
2024-01-01 08:30:00,J-101,97,39,LOW
2024-01-01 08:30:00,J-102,82,38,LOW
2024-01-01 08:30:00,J-103,55,35,LOW
2024-01-01 08:30:00,J-104,53,38,LOW
2024-01-01 08:30:00,J-105,36,39,LOW
2024-01-01 08:30:00,J-106,22,35,LOW
2024-01-01 08:30:00,J-107,14,30,LOW
2024-01-01 08:30:00,J-108,85,36,LOW
2024-01-01 08:45:00,J-101,154,62,MODERATE
2024-01-01 08:45:00,J-102,168,78,HIGH
2024-01-01 08:45:00,J-103,115,74,HIGH
2024-01-01 08:45:00,J-104,86,62,MODERATE
2024-01-01 08:45:00,J-105,51,55,MODERATE
2024-01-01 08:45:00,J-106,43,69,MODERATE
2024-01-01 08:45:00,J-107,29,62,MODERATE
2024-01-01 08:45:00,J-108,158,68,MODERATE
2024-01-01 09:00:00,J-101,127,51,MODERATE
2024-01-01 09:00:00,J-102,162,75,HIGH
2024-01-01 09:00:00,J-103,87,56,MODERATE
2024-01-01 09:00:00,J-104,76,54,MODERATE
2024-01-01 09:00:00,J-105,55,59,MODERATE
2024-01-01 09:00:00,J-106,29,47,MODERATE
2024-01-01 09:00:00,J-107,25,54,MODERATE
2024-01-01 09:00:00,J-108,108,46,MODERATE
2024-01-01 09:15:00,J-101,123,49,MODERATE
2024-01-01 09:15:00,J-102,133,61,MODERATE
2024-01-01 09:15:00,J-103,93,60,MODERATE
2024-01-01 09:15:00,J-104,86,62,MODERATE
2024-01-01 09:15:00,J-105,56,60,MODERATE
2024-01-01 09:15:00,J-106,33,53,MODERATE
2024-01-01 09:15:00,J-107,26,56,MODERATE
2024-01-01 09:15:00,J-108,142,61,MODERATE
2024-01-01 09:30:00,J-101,141,57,MODERATE
2024-01-01 09:30:00,J-102,90,41,MODERATE
2024-01-01 09:30:00,J-103,58,37,LOW
2024-01-01 09:30:00,J-104,58,41,MODERATE
2024-01-01 09:30:00,J-105,42,45,MODERATE
2024-01-01 09:30:00,J-106,26,42,MODERATE
2024-01-01 09:30:00,J-107,21,45,MODERATE
2024-01-01 09:30:00,J-108,96,41,MODERATE
2024-01-01 09:45:00,J-101,124,50,MODERATE
2024-01-01 09:45:00,J-102,112,52,MODERATE
2024-01-01 09:45:00,J-103,71,46,MODERATE
2024-01-01 09:45:00,J-104,64,46,MODERATE
2024-01-01 09:45:00,J-105,39,42,MODERATE
2024-01-01 09:45:00,J-106,24,39,LOW
2024-01-01 09:45:00,J-107,20,43,MODERATE
2024-01-01 09:45:00,J-108,97,42,MODERATE
2024-01-01 10:00:00,J-101,75,30,LOW
2024-01-01 10:00:00,J-102,60,27,LOW
2024-01-01 10:00:00,J-103,58,37,LOW
2024-01-01 10:00:00,J-104,52,37,LOW
2024-01-01 10:00:00,J-105,36,39,LOW
2024-01-01 10:00:00,J-106,20,32,LOW
2024-01-01 10:00:00,J-107,15,32,LOW
2024-01-01 10:00:00,J-108,68,29,LOW
2024-01-01 10:15:00,J-101,27,10,LOW
2024-01-01 10:15:00,J-102,19,8,LOW
2024-01-01 10:15:00,J-103,13,8,LOW
2024-01-01 10:15:00,J-104,12,8,LOW
2024-01-01 10:15:00,J-105,8,8,LOW
2024-01-01 10:15:00,J-106,5,8,LOW
2024-01-01 10:15:00,J-107,4,8,LOW
2024-01-01 10:15:00,J-108,18,7,LOW
2024-01-01 10:30:00,J-101,29,11,LOW
2024-01-01 10:30:00,J-102,21,9,LOW
2024-01-01 10:30:00,J-103,14,9,LOW
2024-01-01 10:30:00,J-104,16,11,LOW
2024-01-01 10:30:00,J-105,9,9,LOW
2024-01-01 10:30:00,J-106,6,9,LOW
2024-01-01 10:30:00,J-107,5,10,LOW
2024-01-01 10:30:00,J-108,25,10,LOW
2024-01-01 10:45:00,J-101,16,6,LOW
2024-01-01 10:45:00,J-102,13,6,LOW
2024-01-01 10:45:00,J-103,11,7,LOW
2024-01-01 10:45:00,J-104,12,8,LOW
2024-01-01 10:45:00,J-105,6,6,LOW
2024-01-01 10:45:00,J-106,5,8,LOW
2024-01-01 10:45:00,J-107,4,8,LOW
2024-01-01 10:45:00,J-108,20,8,LOW
2024-01-01 11:00:00,J-101,34,13,LOW
2024-01-01 11:00:00,J-102,30,13,LOW
2024-01-01 11:00:00,J-103,23,14,LOW
2024-01-01 11:00:00,J-104,17,12,LOW
2024-01-01 11:00:00,J-105,12,13,LOW
2024-01-01 11:00:00,J-106,8,13,LOW
2024-01-01 11:00:00,J-107,6,13,LOW
2024-01-01 11:00:00,J-108,23,9,LOW
2024-01-01 11:15:00,J-101,38,15,LOW
2024-01-01 11:15:00,J-102,25,11,LOW
2024-01-01 11:15:00,J-103,19,12,LOW
2024-01-01 11:15:00,J-104,18,13,LOW
2024-01-01 11:15:00,J-105,11,11,LOW
2024-01-01 11:15:00,J-106,7,11,LOW
2024-01-01 11:15:00,J-107,5,10,LOW
2024-01-01 11:15:00,J-108,34,14,LOW
2024-01-01 11:30:00,J-101,27,10,LOW
2024-01-01 11:30:00,J-102,24,11,LOW
2024-01-01 11:30:00,J-103,19,12,LOW
2024-01-01 11:30:00,J-104,21,15,LOW
2024-01-01 11:30:00,J-105,9,9,LOW
2024-01-01 11:30:00,J-106,8,13,LOW
2024-01-01 11:30:00,J-107,5,10,LOW
2024-01-01 11:30:00,J-108,32,13,LOW
2024-01-01 11:45:00,J-101,28,11,LOW
2024-01-01 11:45:00,J-102,26,12,LOW
2024-01-01 11:45:00,J-103,20,13,LOW
2024-01-01 11:45:00,J-104,16,11,LOW
2024-01-01 11:45:00,J-105,8,8,LOW
2024-01-01 11:45:00,J-106,6,9,LOW
2024-01-01 11:45:00,J-107,4,8,LOW
2024-01-01 11:45:00,J-108,30,13,LOW
2024-01-01 12:00:00,J-101,54,21,LOW
2024-01-01 12:00:00,J-102,55,25,LOW
2024-01-01 12:00:00,J-103,32,20,LOW
2024-01-01 12:00:00,J-104,32,23,LOW
2024-01-01 12:00:00,J-105,18,19,LOW
2024-01-01 12:00:00,J-106,15,24,LOW
2024-01-01 12:00:00,J-107,10,21,LOW
2024-01-01 12:00:00,J-108,58,25,LOW
2024-01-01 12:15:00,J-101,61,24,LOW
2024-01-01 12:15:00,J-102,42,19,LOW
2024-01-01 12:15:00,J-103,31,20,LOW
2024-01-01 12:15:00,J-104,28,20,LOW
2024-01-01 12:15:00,J-105,22,23,LOW
2024-01-01 12:15:00,J-106,16,26,LOW
2024-01-01 12:15:00,J-107,13,28,LOW
2024-01-01 12:15:00,J-108,61,26,LOW
2024-01-01 12:30:00,J-101,51,20,LOW
2024-01-01 12:30:00,J-102,55,25,LOW
2024-01-01 12:30:00,J-103,35,22,LOW
2024-01-01 12:30:00,J-104,31,22,LOW
2024-01-01 12:30:00,J-105,24,26,LOW
2024-01-01 12:30:00,J-106,14,22,LOW
2024-01-01 12:30:00,J-107,10,21,LOW
2024-01-01 12:30:00,J-108,59,25,LOW
2024-01-01 12:45:00,J-101,58,23,LOW
2024-01-01 12:45:00,J-102,63,29,LOW
2024-01-01 12:45:00,J-103,38,24,LOW
2024-01-01 12:45:00,J-104,32,23,LOW
2024-01-01 12:45:00,J-105,22,23,LOW
2024-01-01 12:45:00,J-106,18,29,LOW
2024-01-01 12:45:00,J-107,10,21,LOW
2024-01-01 12:45:00,J-108,66,28,LOW
2024-01-01 13:00:00,J-101,48,19,LOW
2024-01-01 13:00:00,J-102,38,17,LOW
2024-01-01 13:00:00,J-103,30,19,LOW
2024-01-01 13:00:00,J-104,32,23,LOW
2024-01-01 13:00:00,J-105,18,19,LOW
2024-01-01 13:00:00,J-106,13,21,LOW
2024-01-01 13:00:00,J-107,10,21,LOW
2024-01-01 13:00:00,J-108,39,16,LOW
2024-01-01 13:15:00,J-101,60,24,LOW
2024-01-01 13:15:00,J-102,58,26,LOW
2024-01-01 13:15:00,J-103,35,22,LOW
2024-01-01 13:15:00,J-104,37,26,LOW
2024-01-01 13:15:00,J-105,23,24,LOW
2024-01-01 13:15:00,J-106,13,21,LOW
2024-01-01 13:15:00,J-107,12,26,LOW
2024-01-01 13:15:00,J-108,54,23,LOW
2024-01-01 13:30:00,J-101,44,17,LOW
2024-01-01 13:30:00,J-102,52,24,LOW
2024-01-01 13:30:00,J-103,33,21,LOW
2024-01-01 13:30:00,J-104,29,20,LOW
2024-01-01 13:30:00,J-105,22,23,LOW
2024-01-01 13:30:00,J-106,19,30,LOW
2024-01-01 13:30:00,J-107,12,26,LOW
2024-01-01 13:30:00,J-108,58,25,LOW
2024-01-01 13:45:00,J-101,31,12,LOW
2024-01-01 13:45:00,J-102,36,16,LOW
2024-01-01 13:45:00,J-103,16,10,LOW
2024-01-01 13:45:00,J-104,14,10,LOW
2024-01-01 13:45:00,J-105,12,13,LOW
2024-01-01 13:45:00,J-106,8,13,LOW
2024-01-01 13:45:00,J-107,6,13,LOW
2024-01-01 13:45:00,J-108,24,10,LOW
2024-01-01 14:00:00,J-101,35,14,LOW
2024-01-01 14:00:00,J-102,29,13,LOW
2024-01-01 14:00:00,J-103,19,12,LOW
2024-01-01 14:00:00,J-104,17,12,LOW
2024-01-01 14:00:00,J-105,11,11,LOW
2024-01-01 14:00:00,J-106,7,11,LOW
2024-01-01 14:00:00,J-107,6,13,LOW
2024-01-01 14:00:00,J-108,31,13,LOW
2024-01-01 14:15:00,J-101,23,9,LOW
2024-01-01 14:15:00,J-102,19,8,LOW
2024-01-01 14:15:00,J-103,18,11,LOW
2024-01-01 14:15:00,J-104,14,10,LOW
2024-01-01 14:15:00,J-105,8,8,LOW
2024-01-01 14:15:00,J-106,7,11,LOW
2024-01-01 14:15:00,J-107,4,8,LOW
2024-01-01 14:15:00,J-108,23,9,LOW
2024-01-01 14:30:00,J-101,32,13,LOW
2024-01-01 14:30:00,J-102,28,13,LOW
2024-01-01 14:30:00,J-103,19,12,LOW
2024-01-01 14:30:00,J-104,21,15,LOW
2024-01-01 14:30:00,J-105,11,11,LOW
2024-01-01 14:30:00,J-106,8,13,LOW
2024-01-01 14:30:00,J-107,4,8,LOW
2024-01-01 14:30:00,J-108,36,15,LOW
2024-01-01 14:45:00,J-101,27,10,LOW
2024-01-01 14:45:00,J-102,22,10,LOW
2024-01-01 14:45:00,J-103,19,12,LOW
2024-01-01 14:45:00,J-104,16,11,LOW
2024-01-01 14:45:00,J-105,9,9,LOW
2024-01-01 14:45:00,J-106,6,9,LOW
2024-01-01 14:45:00,J-107,6,13,LOW
2024-01-01 14:45:00,J-108,24,10,LOW
2024-01-01 15:00:00,J-101,32,13,LOW
2024-01-01 15:00:00,J-102,26,12,LOW
2024-01-01 15:00:00,J-103,19,12,LOW
2024-01-01 15:00:00,J-104,15,10,LOW
2024-01-01 15:00:00,J-105,12,13,LOW
2024-01-01 15:00:00,J-106,7,11,LOW
2024-01-01 15:00:00,J-107,5,10,LOW
2024-01-01 15:00:00,J-108,26,11,LOW
2024-01-01 15:15:00,J-101,30,12,LOW
2024-01-01 15:15:00,J-102,29,13,LOW
2024-01-01 15:15:00,J-103,17,11,LOW
2024-01-01 15:15:00,J-104,17,12,LOW
2024-01-01 15:15:00,J-105,13,14,LOW
2024-01-01 15:15:00,J-106,8,13,LOW
2024-01-01 15:15:00,J-107,4,8,LOW
2024-01-01 15:15:00,J-108,26,11,LOW
2024-01-01 15:30:00,J-101,25,10,LOW
2024-01-01 15:30:00,J-102,23,10,LOW
2024-01-01 15:30:00,J-103,15,9,LOW
2024-01-01 15:30:00,J-104,14,10,LOW
2024-01-01 15:30:00,J-105,8,8,LOW
2024-01-01 15:30:00,J-106,9,14,LOW
2024-01-01 15:30:00,J-107,6,13,LOW
2024-01-01 15:30:00,J-108,29,12,LOW
2024-01-01 15:45:00,J-101,19,7,LOW
2024-01-01 15:45:00,J-102,13,6,LOW
2024-01-01 15:45:00,J-103,12,7,LOW
2024-01-01 15:45:00,J-104,11,7,LOW
2024-01-01 15:45:00,J-105,6,6,LOW
2024-01-01 15:45:00,J-106,5,8,LOW
2024-01-01 15:45:00,J-107,3,6,LOW
2024-01-01 15:45:00,J-108,17,7,LOW
2024-01-01 16:00:00,J-101,24,9,LOW
2024-01-01 16:00:00,J-102,22,10,LOW
2024-01-01 16:00:00,J-103,14,9,LOW
2024-01-01 16:00:00,J-104,12,8,LOW
2024-01-01 16:00:00,J-105,8,8,LOW
2024-01-01 16:00:00,J-106,4,6,LOW
2024-01-01 16:00:00,J-107,4,8,LOW
2024-01-01 16:00:00,J-108,20,8,LOW
2024-01-01 16:15:00,J-101,27,10,LOW
2024-01-01 16:15:00,J-102,29,13,LOW
2024-01-01 16:15:00,J-103,19,12,LOW
2024-01-01 16:15:00,J-104,13,9,LOW
2024-01-01 16:15:00,J-105,11,11,LOW
2024-01-01 16:15:00,J-106,8,13,LOW
2024-01-01 16:15:00,J-107,5,10,LOW
2024-01-01 16:15:00,J-108,33,14,LOW
2024-01-01 16:30:00,J-101,84,34,LOW
2024-01-01 16:30:00,J-102,94,43,MODERATE
2024-01-01 16:30:00,J-103,73,47,MODERATE
2024-01-01 16:30:00,J-104,53,38,LOW
2024-01-01 16:30:00,J-105,38,41,MODERATE
2024-01-01 16:30:00,J-106,23,37,LOW
2024-01-01 16:30:00,J-107,18,39,LOW
2024-01-01 16:30:00,J-108,76,32,LOW
2024-01-01 16:45:00,J-101,104,42,MODERATE
2024-01-01 16:45:00,J-102,95,44,MODERATE
2024-01-01 16:45:00,J-103,65,42,MODERATE
2024-01-01 16:45:00,J-104,85,61,MODERATE
2024-01-01 16:45:00,J-105,43,46,MODERATE
2024-01-01 16:45:00,J-106,25,40,MODERATE
2024-01-01 16:45:00,J-107,20,43,MODERATE
2024-01-01 16:45:00,J-108,105,45,MODERATE
2024-01-01 17:00:00,J-101,108,43,MODERATE
2024-01-01 17:00:00,J-102,105,48,MODERATE
2024-01-01 17:00:00,J-103,73,47,MODERATE
2024-01-01 17:00:00,J-104,75,54,MODERATE
2024-01-01 17:00:00,J-105,47,50,MODERATE
2024-01-01 17:00:00,J-106,27,43,MODERATE
2024-01-01 17:00:00,J-107,22,47,MODERATE
