timestamp,junction_id,location_name,vehicle_count,congestion_pct,traffic_level,weather_condition,day_of_week,is_weekend,hour_of_day
2024-01-01 06:30:00,J-107,Industrial Bypass,5,10,LOW,Clear,Monday,0,6
2024-01-01 06:30:00,J-108,Station Rd & MG Ave,31,13,LOW,Clear,Monday,0,6
2024-01-01 06:45:00,J-101,Main St & 5th Ave,29,11,LOW,Cloudy,Monday,0,6
2024-01-01 06:45:00,J-102,Broadway & 8th,18,8,LOW,Cloudy,Monday,0,6
2024-01-01 06:45:00,J-103,Park Ave & Central,,12,LOW,Cloudy,Monday,0,6
2024-01-01 06:45:00,J-104,Oak St & 2nd Ave,17,12,LOW,Cloudy,Monday,0,6
2024-01-01 06:45:00,J-105,Elm Rd & North Ring,11,11,LOW,Cloudy,Monday,0,6
2024-01-01 06:45:00,J-106,Lake View & Sector 3,9,14,LOW,Cloudy,Monday,0,6
2024-01-01 06:45:00,J-107,Industrial Bypass,5,10,LOW,Cloudy,Monday,0,6
2024-01-01 06:45:00,J-108,Station Rd & MG Ave,23,9,LOW,Cloudy,Monday,0,6
2024-01-01 07:00:00,J-101,Main St & 5th Ave,36,14,LOW,Cloudy,Monday,0,7
2024-01-01 07:00:00,J-102,Broadway & 8th,23,10,LOW,Cloudy,Monday,0,7
2024-01-01 07:00:00,J-103,Park Ave & Central,17,11,LOW,Cloudy,Monday,0,7
2024-01-01 07:00:00,J-104,Oak St & 2nd Ave,16,11,LOW,Cloudy,Monday,0,7
2024-01-01 07:00:00,J-105,Elm Rd & North Ring,9,9,LOW,Cloudy,Monday,0,7
2024-01-01 07:00:00,J-106,Lake View & Sector 3,7,11,LOW,Cloudy,Monday,0,7
2024-01-01 07:00:00,J-107,Industrial Bypass,5,10,LOW,Cloudy,Monday,0,7
2024-01-01 07:00:00,J-108,Station Rd & MG Ave,29,12,LOW,Cloudy,Monday,0,7
2024-01-01 07:15:00,J-101,Main St & 5th Ave,27,10,LOW,Hazy,Monday,0,7
2024-01-01 07:15:00,J-102,Broadway & 8th,23,10,LOW,Hazy,Monday,0,7
2024-01-01 07:15:00,J-103,Park Ave & Central,19,12,LOW,Hazy,Monday,0,7
2024-01-01 07:15:00,J-104,Oak St & 2nd Ave,15,10,LOW,Hazy,Monday,0,7
2024-01-01 07:15:00,J-105,Elm Rd & North Ring,10,10,LOW,Hazy,Monday,0,7
2024-01-01 07:15:00,J-106,Lake View & Sector 3,7,11,LOW,Hazy,Monday,0,7
2024-01-01 07:15:00,J-107,Industrial Bypass,5,10,LOW,Hazy,Monday,0,7
2024-01-01 07:15:00,J-108,Station Rd & MG Ave,34,14,LOW,Hazy,Monday,0,7
2024-01-01 07:30:00,J-101,Main St & 5th Ave,89,36,LOW,Clear,Monday,0,7
2024-01-01 07:30:00,J-102,Broadway & 8th,68,31,LOW,Clear,Monday,0,7
2024-01-01 07:30:00,J-103,Park Ave & Central,46,29,LOW,Clear,Monday,0,7
2024-01-01 07:30:00,J-104,Oak St & 2nd Ave,46,33,LOW,Clear,Monday,0,7
2024-01-01 07:30:00,J-105,Elm Rd & North Ring,31,33,LOW,Clear,Monday,0,7
2024-01-01 07:30:00,J-106,Lake View & Sector 3,22,35,LOW,Clear,Monday,0,7
2024-01-01 07:30:00,J-107,Industrial Bypass,17,36,LOW,Clear,Monday,0,7
2024-01-01 07:30:00,J-108,Station Rd & MG Ave,72,31,LOW,Clear,Monday,0,7
2024-01-01 07:45:00,J-101,Main St & 5th Ave,132,53,MODERATE,Clear,Monday,0,7
2024-01-01 07:45:00,J-102,Broadway & 8th,90,41,MODERATE,Clear,Monday,0,7
2024-01-01 07:45:00,J-103,Park Ave & Central,63,40,MODERATE,Clear,Monday,0,7
2024-01-01 07:45:00,J-104,Oak St & 2nd Ave,50,36,LOW,Clear,Monday,0,7
2024-01-01 07:45:00,J-105,Elm Rd & North Ring,34,36,LOW,Clear,Monday,0,7
2024-01-01 07:45:00,J-106,Lake View & Sector 3,25,40,MODERATE,Clear,Monday,0,7
2024-01-01 07:45:00,J-107,Industrial Bypass,18,39,LOW,Clear,Monday,0,7
2024-01-01 07:45:00,J-108,Station Rd & MG Ave,118,51,MODERATE,Clear,Monday,0,7
2024-01-01 08:00:00,J-101,Main St & 5th Ave,120,48,MODERATE,Clear,Monday,0,8
2024-01-01 08:00:00,J-102,Broadway & 8th,128,59,MODERATE,Clear,Monday,0,8
2024-01-01 08:00:00,J-103,Park Ave & Central,72,46,MODERATE,Clear,Monday,0,8
2024-01-01 08:00:00,J-104,Oak St & 2nd Ave,80,57,MODERATE,Clear,Monday,0,8
2024-01-01 08:00:00,J-105,Elm Rd & North Ring,45,48,MODERATE,Clear,Monday,0,8
2024-01-01 08:00:00,J-106,Lake View & Sector 3,27,43,MODERATE,Clear,Monday,0,8
2024-01-01 08:00:00,J-107,Industrial Bypass,22,47,MODERATE,Clear,Monday,0,8
2024-01-01 08:00:00,J-108,Station Rd & MG Ave,94,40,MODERATE,Clear,Monday,0,8
2024-01-01 08:15:00,J-101,Main St & 5th Ave,156,63,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:15:00,J-102,Broadway & 8th,124,57,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:15:00,J-103,Park Ave & Central,74,48,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:15:00,J-104,Oak St & 2nd Ave,75,54,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:15:00,J-105,Elm Rd & North Ring,35,37,LOW,Cloudy,Monday,0,8
2024-01-01 08:15:00,J-106,Lake View & Sector 3,36,58,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:15:00,J-107,Industrial Bypass,29,62,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:15:00,J-108,Station Rd & MG Ave,104,45,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:30:00,J-101,Main St & 5th Ave,97,39,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:30:00,J-102,Broadway & 8th,82,38,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:30:00,J-103,Park Ave & Central,55,35,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:30:00,J-104,Oak St & 2nd Ave,53,38,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:30:00,J-105,Elm Rd & North Ring,36,39,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:30:00,J-106,Lake View & Sector 3,22,35,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:30:00,J-107,Industrial Bypass,14,30,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:30:00,J-108,Station Rd & MG Ave,85,36,LOW,Heavy Rain,Monday,0,8
2024-01-01 08:45:00,J-101,Main St & 5th Ave,154,62,MODERATE,Cloudy,Monday,0,8
2024-01-01 08:45:00,J-102,Broadway & 8th,168,78,HIGH,Cloudy,Monday,0,8
2024-01-01 08:45:00,J-103,Park Ave & Central,115,74,HIGH,Cloudy,Monday,0,8
2024-01-01 08:45:00,J-104,Oak St & 2nd Ave,86,62,MODERATE,Cloudy,Monday,0,8
